declarationNumber,declarationType,declarationDate,year,month,quarter,day,dayOfWeek,state,stateName,region,county,incidentType,disasterTitle,startDate,endDate,closeDate
DR-441,Disaster,1974-06-10,1974.0,6.0,2.0,10.0,Monday,OK,Oklahoma,South,Adair County,Flood,Severe Storms and Flooding,1974-06-10,1974-06-10,1978-04-03
DR-442,Disaster,1974-06-10,1974.0,6.0,2.0,10.0,Monday,KS,Kansas,Midwest,Lyon County,Flood,Severe Storms and Flooding,1974-06-10,1974-06-10,
DR-445,Disaster,1974-07-11,1974.0,7.0,3.0,11.0,Thursday,OH,Ohio,Midwest,Warren County,Flood,Heavy Rains and Flooding,1974-07-11,1974-07-11,1977-12-02
DR-450,Disaster,1974-11-01,1974.0,11.0,4.0,1.0,Friday,LA,Louisiana,South,Acadia Parish,Storm,Severe Storms,1974-11-01,1974-11-01,
EM-3004,Emergency,1974-11-02,1974.0,11.0,4.0,2.0,Saturday,NY,New York,Northeast,Monroe County,Flood,Floodng (New York Barge Canal),1974-11-02,1974-11-02,
DR-462,Disaster,1975-04-01,1975.0,4.0,2.0,1.0,Tuesday,TX,Texas,South,Gray County,Tornado,Tornadoes,1975-04-01,1975-04-01,
DR-463,Disaster,1975-04-01,1975.0,4.0,2.0,1.0,Tuesday,AR,Arkansas,South,Bradley County,Tornado,Severe Storms and Tornadoes,1975-04-01,1975-04-01,
EM-3010,Emergency,1975-04-04,1975.0,4.0,2.0,4.0,Friday,MS,Mississippi,South,Humphreys County,Flood,Heavy Rains and Flooding,1975-04-04,1975-04-04,
EM-3011,Emergency,1975-04-12,1975.0,4.0,2.0,12.0,Saturday,LA,Louisiana,South,Avoyelles Parish,Flood,Heavy Rains and Flooding,1975-04-12,1975-04-12,
DR-466,Disaster,1975-05-03,1975.0,5.0,2.0,3.0,Saturday,MO,Missouri,Midwest,Caldwell County,Tornado,"Tornadoes, High Winds, and Hail",1975-05-03,1975-05-03,1978-12-08
DR-467,Disaster,1975-05-07,1975.0,5.0,2.0,7.0,Wednesday,NE,Nebraska,Midwest,Cedar County,Tornado,Severe Storms and Tornadoes,1975-05-07,1975-05-07,1984-05-04
DR-470,Disaster,1975-06-06,1975.0,6.0,2.0,6.0,Friday,LA,Louisiana,South,Ward 9 Police Jury Ward,Storm,"Heavy Rains, Tornadoes, and Flooding",1975-06-06,1975-06-06,
DR-471,Disaster,1975-06-07,1975.0,6.0,2.0,7.0,Saturday,AR,Arkansas,South,Independence County,Flood,Heavy Rains and Flooding,1975-06-07,1975-06-07,
DR-473,Disaster,1975-07-05,1975.0,7.0,3.0,5.0,Saturday,MN,Minnesota,Midwest,Aitkin County,Flood,Flooding,1975-07-05,1975-07-05,
DR-474,Disaster,1975-07-09,1975.0,7.0,3.0,9.0,Wednesday,OK,Oklahoma,South,Blaine County,Storm,"Severe Storms, Flooding, and Tornadoes",1975-07-09,1975-07-09,1978-08-01
DR-475,Disaster,1975-07-11,1975.0,7.0,3.0,11.0,Friday,ND,North Dakota,Midwest,Barnes County,Flood,Severe Storms and Flooding,1975-07-11,1975-07-11,
DR-480,Disaster,1975-09-11,1975.0,9.0,3.0,11.0,Thursday,OH,Ohio,Midwest,Belmont County,Flood,"Winds, Tornadoes, Heavy Rains, and Flooding",1975-09-11,1975-09-11,
DR-481,Disaster,1975-09-12,1975.0,9.0,3.0,12.0,Friday,WV,West Virginia,South,Marshall County,Flood,Heavy Rains and Flooding,1975-09-12,1975-09-12,1984-05-04
DR-487,Disaster,1975-10-02,1975.0,10.0,4.0,2.0,Thursday,NY,New York,Northeast,Allegany County,Flood,"Storms, Rains, Landslides, and Flooding",1975-10-02,1975-10-02,1988-08-03
DR-488,Disaster,1975-10-02,1975.0,10.0,4.0,2.0,Thursday,AL,Alabama,South,Barbour County,Storm,"Severe Storms, Tornadoes, and Flooding",1975-10-02,1975-10-02,1981-11-06
DR-489,Disaster,1975-10-04,1975.0,10.0,4.0,4.0,Saturday,MD,Maryland,South,Baltimore,Flood,Heavy Rains and Flooding,1975-10-04,1975-10-04,1991-10-02
DR-490,Disaster,1975-12-07,1975.0,12.0,4.0,7.0,Sunday,HI,Hawaii,West,Hawaii County,Earthquake,"Earthquake, Seismic Waves, and Volcanic Eruption",1975-12-07,1975-12-07,1979-09-10
DR-491,Disaster,1975-12-10,1975.0,12.0,4.0,10.0,Wednesday,OK,Oklahoma,South,Latimer County,Tornado,Severe Storms and Tornadoes,1975-12-10,1975-12-10,
DR-497,Disaster,1976-04-01,1976.0,4.0,2.0,1.0,Thursday,OK,Oklahoma,South,Latimer County,Tornado,Severe Storms and Tornadoes,1976-04-01,1976-04-01,1981-11-06
DR-498,Disaster,1976-04-01,1976.0,4.0,2.0,1.0,Thursday,AR,Arkansas,South,Cleburne County,Tornado,Tornadoes,1976-04-01,1976-04-01,1981-11-06
DR-499,Disaster,1976-04-01,1976.0,4.0,2.0,1.0,Thursday,MS,Mississippi,South,Copiah County,Storm,"Severe Storms, Tornadoes, and Flooding",1976-04-01,1976-04-01,1981-11-06
DR-500,Disaster,1976-04-08,1976.0,4.0,2.0,8.0,Thursday,NE,Nebraska,Midwest,Adams County,Ice,Ice Storms and High Winds,1976-04-08,1976-04-08,
DR-504,Disaster,1976-06-05,1976.0,6.0,2.0,5.0,Saturday,OK,Oklahoma,South,Tulsa County,Flood,Severe Storms and Flooding,1976-06-05,1976-06-05,1981-11-06
DR-505,Disaster,1976-06-06,1976.0,6.0,2.0,6.0,Sunday,ID,Idaho,West,Bingham County,Flood,Dam Collapse and Flooding,1976-06-06,1976-06-06,
DR-506,Disaster,1976-06-08,1976.0,6.0,2.0,8.0,Tuesday,PW,,,Koror State,Typhoon,Typhoon Pamela,1976-06-08,1976-06-08,
DR-507,Disaster,1976-06-11,1976.0,6.0,2.0,11.0,Friday,GA,Georgia,South,Banks County,Flood,Severe Storms and Flooding,1976-06-11,1976-06-11,1978-11-03
DR-513,Disaster,1976-07-07,1976.0,7.0,3.0,7.0,Wednesday,PA,Pennsylvania,Northeast,Lackawanna County,Flood,High Winds and Flash Floods,1976-07-07,1976-07-07,
DR-517,Disaster,1976-08-02,1976.0,8.0,3.0,2.0,Monday,CO,Colorado,West,El Paso County,Flood,Severe Storms and Flash Flooding,1976-08-02,1976-08-02,
DR-518,Disaster,1976-08-05,1976.0,8.0,3.0,5.0,Thursday,VT,Vermont,Northeast,Addison County,Flood,"Severe Storms, High Winds, and Flooding",1976-08-05,1976-08-05,
DR-520,Disaster,1976-09-03,1976.0,9.0,3.0,3.0,Friday,NY,New York,Northeast,Nassau County,Hurricane,Hurricane Belle,1976-09-03,1976-09-03,
EM-3019,Emergency,1976-12-03,1976.0,12.0,4.0,3.0,Friday,AR,Arkansas,South,Baxter County,Drought,Drought,1976-12-03,1976-12-03,
EM-3028,Emergency,1977-02-02,1977.0,2.0,1.0,2.0,Wednesday,IN,Indiana,Midwest,Adams County,Snow,Snowstorms,1977-02-02,1977-02-02,
EM-3029,Emergency,1977-02-02,1977.0,2.0,1.0,2.0,Wednesday,OH,Ohio,Midwest,Ashland County,Snow,Snowstorms,1977-02-02,1977-02-02,
DR-527,Disaster,1977-02-05,1977.0,2.0,1.0,5.0,Saturday,NY,New York,Northeast,Cattaraugus County,Snow,Snowstorms,1977-02-05,1977-02-05,
EM-3030,Emergency,1977-02-05,1977.0,2.0,1.0,5.0,Saturday,MI,Michigan,Midwest,Allegan County,Snow,Snowstorms,1977-02-05,1977-02-05,
DR-528,Disaster,1977-02-08,1977.0,2.0,1.0,8.0,Tuesday,NJ,New Jersey,Northeast,Atlantic County,Ice,Ice Conditions,1977-02-08,1977-02-08,
EM-3033,Emergency,1977-03-02,1977.0,3.0,1.0,2.0,Wednesday,NC,North Carolina,South,Alamance County,Snow,Drought and Freezing,1977-03-02,1977-03-02,1978-07-03
EM-3034,Emergency,1977-03-02,1977.0,3.0,1.0,2.0,Wednesday,NM,New Mexico,West,Colfax County,Drought,Drought,1977-03-02,1977-03-02,
EM-3035,Emergency,1977-03-02,1977.0,3.0,1.0,2.0,Wednesday,MI,Michigan,Midwest,Alcona County,Drought,Drought,1977-03-02,1977-03-02,
DR-529,Disaster,1977-04-06,1977.0,4.0,2.0,6.0,Wednesday,KY,Kentucky,South,Bell County,Flood,Severe Storms and Flooding,1977-04-06,1977-04-06,1985-03-08
DR-530,Disaster,1977-04-07,1977.0,4.0,2.0,7.0,Thursday,VA,Virginia,South,Norton,Flood,Severe Storms and Flooding,1977-04-07,1977-04-07,1985-06-05
DR-531,Disaster,1977-04-07,1977.0,4.0,2.0,7.0,Thursday,WV,West Virginia,South,Cabell County,Flood,Severe Storms and Flooding,1977-04-07,1977-04-07,
DR-532,Disaster,1977-04-09,1977.0,4.0,2.0,9.0,Saturday,AL,Alabama,South,Blount County,Flood,Severe Storms and Flooding,1977-04-09,1977-04-09,1981-11-03
DR-534,Disaster,1977-05-02,1977.0,5.0,2.0,2.0,Monday,LA,Louisiana,South,Ascension Parish,Flood,Severe Storms and Flooding,1977-05-02,1977-05-02,
EM-3040,Emergency,1977-05-05,1977.0,5.0,2.0,5.0,Thursday,ID,Idaho,West,Adams County,Drought,Drought,1977-05-05,1977-05-05,1978-11-08
DR-535,Disaster,1977-05-07,1977.0,5.0,2.0,7.0,Saturday,MO,Missouri,Midwest,Carroll County,Tornado,Tornadoes and Flooding,1977-05-07,1977-05-07,
DR-536,Disaster,1977-06-02,1977.0,6.0,2.0,2.0,Thursday,GA,Georgia,South,Bryan County,Winter,Shrimp Loss Due to Cold Weather,1977-06-02,1977-06-02,1978-06-05
EM-3041,Emergency,1977-06-11,1977.0,6.0,2.0,11.0,Saturday,NV,Nevada,West,Elko County,Drought,Drought,1977-06-11,1977-06-11,
EM-3047,Emergency,1977-08-04,1977.0,8.0,3.0,4.0,Thursday,SC,South Carolina,South,Abbeville County,Drought,Drought,1977-08-04,1977-08-04,1978-07-03
EM-3049,Emergency,1977-08-11,1977.0,8.0,3.0,11.0,Thursday,NC,North Carolina,South,Alamance County,Drought,Drought,1977-08-11,1977-08-11,1978-07-03
EM-3053,Emergency,1977-09-06,1977.0,9.0,3.0,6.0,Tuesday,VT,Vermont,Northeast,Addison County,Drought,Drought,1977-09-06,1977-09-06,1979-03-09
EM-3048,Emergency,1977-10-03,1977.0,10.0,4.0,3.0,Monday,WI,Wisconsin,Midwest,Barron County,Storm,"Winds, Hail, and Rain",1977-08-05,1977-08-05,1984-07-06
DR-540,Disaster,1977-11-04,1977.0,11.0,4.0,4.0,Friday,AZ,Arizona,West,Pima County,Flood,Severe Storms and Flooding,1977-11-04,1977-11-04,1984-07-06
DR-541,Disaster,1977-11-07,1977.0,11.0,4.0,7.0,Monday,GA,Georgia,South,Stephens County,Flood,Dam Collapse and Flooding,1977-11-07,1977-11-07,
DR-542,Disaster,1977-11-09,1977.0,11.0,4.0,9.0,Wednesday,NC,North Carolina,South,Ashe County,Flood,Severe Storms and Flooding,1977-11-09,1977-11-09,1984-05-10
DR-543,Disaster,1977-11-12,1977.0,11.0,4.0,12.0,Saturday,VA,Virginia,South,Radford,Flood,Severe Storms and Flooding,1977-11-12,1977-11-12,
DR-544,Disaster,1977-11-12,1977.0,11.0,4.0,12.0,Saturday,TN,Tennessee,South,Carter County,Flood,Severe Storms and Flooding,1977-11-12,1977-11-12,
DR-545,Disaster,1977-12-10,1977.0,12.0,4.0,10.0,Saturday,WA,Washington,West,Benton County,Flood,"Severe Storms, Mudslides, and Flooding",1977-12-10,1977-12-10,
EM-3058,Emergency,1978-02-07,1978.0,2.0,1.0,7.0,Tuesday,RI,Rhode Island,Northeast,Bristol County,Snow,Blizzards and Snowstorms,1978-02-07,1978-02-07,
EM-3059,Emergency,1978-02-07,1978.0,2.0,1.0,7.0,Tuesday,MA,Massachusetts,Northeast,Suffolk County,Snow,Blizzards and Snowstorms,1978-02-07,1978-02-07,
EM-3060,Emergency,1978-02-07,1978.0,2.0,1.0,7.0,Tuesday,CT,Connecticut,Northeast,"Fairfield County(in PMSA 1160,1930,5760,8040",Snow,Blizzards and Snowstorms,1978-02-07,1978-02-07,
DR-546,Disaster,1978-02-10,1978.0,2.0,1.0,10.0,Friday,MA,Massachusetts,Northeast,Barnstable County,Flood,"Coastal Storms, Flood, Ice, and Snow",1978-02-06,1978-02-08,1995-09-08
DR-551,Disaster,1978-03-04,1978.0,3.0,1.0,4.0,Saturday,AZ,Arizona,West,Apache County,Flood,Severe Storms and Flooding,1978-03-04,1978-03-04,
DR-556,Disaster,1978-05-09,1978.0,5.0,2.0,9.0,Tuesday,LA,Louisiana,South,Ward 9 Police Jury Ward,Flood,Severe Storms and Flooding,1978-05-09,1978-05-09,1984-07-06
DR-559,Disaster,1978-07-07,1978.0,7.0,3.0,7.0,Friday,WI,Wisconsin,Midwest,Buffalo County,Storm,"Severe Storms, Flooding, Hail, and Tornadoes",1978-07-07,1978-07-07,1984-07-06
EM-3065,Emergency,1978-07-07,1978.0,7.0,3.0,7.0,Friday,ND,North Dakota,Midwest,Grant County,Tornado,Severe Storms and Tornadoes,1978-07-07,1978-07-07,
DR-560,Disaster,1978-07-08,1978.0,7.0,3.0,8.0,Saturday,MN,Minnesota,Midwest,Benton County,Storm,"Severe Storms, Flooding, Hail, and Tornadoes",1978-07-08,1978-07-08,1984-07-06
DR-561,Disaster,1978-08-03,1978.0,8.0,3.0,3.0,Thursday,TX,Texas,South,Bandera County,Flood,Severe Storms and Flooding,1978-08-03,1978-08-03,
EM-3066,Emergency,1978-08-07,1978.0,8.0,3.0,7.0,Monday,NY,New York,Northeast,Rensselaer County,Chemical,Chemical Waste (Love Canal),1978-08-07,1978-08-07,
DR-563,Disaster,1978-08-09,1978.0,8.0,3.0,9.0,Wednesday,AL,Alabama,South,Baldwin County,Flood,Severe Storms and Flooding,1978-08-09,1978-08-09,
DR-566,Disaster,1978-10-09,1978.0,10.0,4.0,9.0,Monday,CA,California,West,Orange County,Flood,Landslides,1978-10-09,1978-10-09,
DR-567,Disaster,1978-12-06,1978.0,12.0,4.0,6.0,Wednesday,LA,Louisiana,South,Bossier Parish,Tornado,Severe Storms and Tornadoes,1978-12-06,1978-12-06,
DR-568,Disaster,1978-12-12,1978.0,12.0,4.0,12.0,Tuesday,KY,Kentucky,South,Anderson County,Flood,Severe Storms and Flooding,1978-12-12,1978-12-12,1985-03-08
DR-572,Disaster,1979-02-12,1979.0,2.0,1.0,12.0,Monday,MH,,,Ebeye,Typhoon,Typhoon Alice,1979-02-12,1979-02-12,
DR-573,Disaster,1979-03-07,1979.0,3.0,1.0,7.0,Wednesday,HI,Hawaii,West,Hawaii County,Flood,Severe Storms and Flooding,1979-03-07,1979-03-07,
EM-3070,Emergency,1979-03-12,1979.0,3.0,1.0,12.0,Monday,WA,Washington,West,Franklin County,Flood,Flooding,1979-03-12,1979-03-12,
EM-3071,Emergency,1979-03-12,1979.0,3.0,1.0,12.0,Monday,MO,Missouri,Midwest,Andrew County,Flood,Ice Jam and Flooding,1979-03-12,1979-03-12,
EM-3076,Emergency,1979-04-06,1979.0,4.0,2.0,6.0,Friday,IA,Iowa,Midwest,Madison County,Tornado,Severe Storms and Tornadoes,1979-04-06,1979-04-06,
DR-574,Disaster,1979-04-11,1979.0,4.0,2.0,11.0,Wednesday,AR,Arkansas,South,Ashley County,Tornado,Tornado,1979-04-11,1979-04-11,
DR-575,Disaster,1979-04-11,1979.0,4.0,2.0,11.0,Wednesday,TX,Texas,South,Baylor County,Tornado,Severe Storms and Tornadoes,1979-04-11,1979-04-11,
DR-584,Disaster,1979-05-02,1979.0,5.0,2.0,2.0,Wednesday,LA,Louisiana,South,Ascension Parish,Flood,Severe Storms and Flooding,1979-05-02,1979-05-02,
DR-585,Disaster,1979-05-07,1979.0,5.0,2.0,7.0,Monday,TN,Tennessee,South,Crockett County,Storm,"Severe Storms, Tornadoes, and Flooding",1979-05-07,1979-05-07,
DR-590,Disaster,1979-07-01,1979.0,7.0,3.0,1.0,Sunday,IA,Iowa,Midwest,Calhoun County,Tornado,High Winds and Tornadoes,1979-07-01,1979-07-01,
DR-597,Disaster,1979-09-02,1979.0,9.0,3.0,2.0,Sunday,PR,Puerto Rico,Territory,Adjuntas Municipio,Hurricane,Hurricane David,1979-09-02,1979-09-02,
DR-608,Disaster,1979-10-04,1979.0,10.0,4.0,4.0,Thursday,CT,Connecticut,Northeast,"Hartford County(in PMSA 1170,3280,5440",Tornado,Tornado and Severe Storms,1979-10-04,1979-10-04,1985-07-05
DR-610,Disaster,1979-11-09,1979.0,11.0,4.0,9.0,Friday,AS,American Samoa,Territory,Eastern District,Flood,"Flooding, Mudslides, and Landslides",1979-11-09,1979-11-09,
DR-611,Disaster,1979-12-01,1979.0,12.0,4.0,1.0,Saturday,FM,,,Kosrae County-equivalent,Flood,Seawave Action and Flooding,1979-12-01,1979-12-01,
EM-3078,Emergency,1980-02-01,1980.0,2.0,1.0,1.0,Friday,CA,California,West,Contra Costa County,Storm,"Torrential Rain, High Tide, and Winds",1980-02-01,1980-02-01,
DR-613,Disaster,1980-02-06,1980.0,2.0,1.0,6.0,Wednesday,HI,Hawaii,West,Maui County,Flood,"Severe Storms, High Surf, and Flooding",1980-02-06,1980-02-06,
DR-616,Disaster,1980-04-09,1980.0,4.0,2.0,9.0,Wednesday,LA,Louisiana,South,Ward 9 Police Jury Ward,Flood,Severe Storms and Flooding,1980-04-09,1980-04-09,
EM-3079,Emergency,1980-05-06,1980.0,5.0,2.0,6.0,Tuesday,FL,Florida,South,Broward County,Human Cause,Undocumented Aliens,1980-05-06,1980-05-06,1994-02-10
DR-625,Disaster,1980-06-04,1980.0,6.0,2.0,4.0,Wednesday,NE,Nebraska,Midwest,Hall County,Tornado,Severe Storms and Tornadoes,1980-06-04,1980-06-04,
DR-627,Disaster,1980-08-11,1980.0,8.0,3.0,11.0,Monday,TX,Texas,South,Aransas County,Hurricane,Hurricane Allen,1980-08-11,1980-08-11,
DR-631,Disaster,1980-09-08,1980.0,9.0,3.0,8.0,Monday,MI,Michigan,Midwest,Allegan County,Flood,Severe Storms and Flooding,1980-09-08,1980-09-08,1988-08-03
DR-633,Disaster,1980-10-02,1980.0,10.0,4.0,2.0,Thursday,CA,California,West,San Joaquin County,Flood,Levee Break and Flooding,1980-10-02,1980-10-02,
DR-638,Disaster,1981-04-10,1981.0,4.0,2.0,10.0,Friday,AL,Alabama,South,Russell County,Storm,"Severe Storms, Tornadoes, and Flooding",1981-04-10,1981-04-10,1990-01-09
DR-649,Disaster,1981-11-04,1981.0,11.0,4.0,4.0,Wednesday,OK,Oklahoma,South,Atoka County,Flood,Severe Storms and Flooding,1981-11-04,1981-11-04,1984-07-06
DR-650,Disaster,1981-12-03,1981.0,12.0,4.0,3.0,Thursday,MA,Massachusetts,Northeast,"Essex County(in PMSA 1120,4160,7090",Fire,Urban Fire,1981-12-03,1981-12-03,
DR-651,Disaster,1982-01-07,1982.0,1.0,1.0,7.0,Thursday,CA,California,West,Alameda County,Flood,"Severe Storms, Flood, Mudslides and High Tide",,1983-01-08,
DR-655,Disaster,1982-04-08,1982.0,4.0,2.0,8.0,Thursday,TX,Texas,South,Lamar County,Tornado,Severe Storms and Tornadoes,1982-04-08,1982-04-08,
EM-3084,Emergency,1982-04-10,1982.0,4.0,2.0,10.0,Saturday,MS,Mississippi,South,Kemper County,Tornado,Tornadoes,1982-04-10,1982-04-10,
DR-658,Disaster,1982-05-11,1982.0,5.0,2.0,11.0,Tuesday,ND,North Dakota,Midwest,Adams County,Flood,Flooding,1982-05-11,1982-05-11,1986-06-09
DR-660,Disaster,1982-06-05,1982.0,6.0,2.0,5.0,Saturday,IL,Illinois,Midwest,Perry County,Tornado,Severe Storms and Tornadoes,1982-06-05,1982-06-05,
DR-664,Disaster,1982-07-07,1982.0,7.0,3.0,7.0,Wednesday,FL,Florida,South,DeSoto County,Flood,Severe Storms and Flooding,1982-07-07,1982-07-07,
DR-672,Disaster,1982-12-10,1982.0,12.0,4.0,10.0,Friday,MO,Missouri,Midwest,Bollinger County,Flood,Severe Storms and Flooding,1982-12-10,1982-12-10,
DR-675,Disaster,1983-01-11,1983.0,1.0,1.0,11.0,Tuesday,LA,Louisiana,South,Allen Parish,Flood,Severe Storms and Flooding,1983-01-11,1983-01-11,1986-06-09
DR-677,Disaster,1983-02-09,1983.0,2.0,1.0,9.0,Wednesday,CA,California,West,Alameda County,Storm,"Coastal Storms, Floods, Slides and Tornadoes",,,
DR-682,Disaster,1983-05-05,1983.0,5.0,2.0,5.0,Thursday,CA,California,West,Kings County,Earthquake,Coalinga Earthquake,1983-05-05,1983-05-05,1989-10-03
DR-683,Disaster,1983-06-01,1983.0,6.0,2.0,1.0,Wednesday,MS,Mississippi,South,Claiborne County,Storm,"Severe Storms, Tornadoes, and Flooding",1983-06-01,1983-06-01,1987-02-06
DR-684,Disaster,1983-06-06,1983.0,6.0,2.0,6.0,Monday,IL,Illinois,Midwest,Alexander County,Storm,"Severe Storms, Tornadoes, and Flooding",1983-06-06,1983-06-06,1991-02-11
DR-685,Disaster,1983-06-10,1983.0,6.0,2.0,10.0,Friday,OK,Oklahoma,South,Hughes County,Flood,Severe Storms and Flooding,1983-06-10,1983-06-10,
DR-686,Disaster,1983-07-01,1983.0,7.0,3.0,1.0,Friday,AZ,Arizona,West,La Paz County,Flood,Flooding,,,
DR-687,Disaster,1983-07-01,1983.0,7.0,3.0,1.0,Friday,CA,California,West,Imperial County,Flood,Flooding,,1984-02-01,1991-09-12
DR-688,Disaster,1983-08-01,1983.0,8.0,3.0,1.0,Monday,AR,Arkansas,South,Hempstead County,Flood,Severe Storms and Flooding,1983-07-02,1983-07-03,1985-08-09
DR-691,Disaster,1983-10-05,1983.0,10.0,4.0,5.0,Wednesday,AZ,Arizona,West,Apache County,Flood,Severe Storms and Flooding,,1983-10-10,1991-10-02
DR-696,Disaster,1984-01-07,1984.0,1.0,1.0,7.0,Saturday,TX,Texas,South,Cameron County,Winter,Severe Freezing Weather,,,
DR-701,Disaster,1984-04-12,1984.0,4.0,2.0,12.0,Thursday,NJ,New Jersey,Northeast,Atlantic County,Flood,Coastal Storms and Flooding,,1984-04-08,
DR-704,Disaster,1984-05-03,1984.0,5.0,2.0,3.0,Thursday,OK,Oklahoma,South,Creek County,Tornado,Severe Storms and Tornadoes,,,
EM-3088,Emergency,1984-05-11,1984.0,5.0,2.0,11.0,Friday,AL,Alabama,South,Cleburne County,Tornado,Severe Storms and Tornadoes,1984-05-11,1984-05-11,
EM-3089,Emergency,1984-05-11,1984.0,5.0,2.0,11.0,Friday,GA,Georgia,South,Montgomery County,Tornado,Severe Storms and Tornadoes,1984-05-11,1984-05-11,1986-06-09
DR-710,Disaster,1984-06-12,1984.0,6.0,2.0,12.0,Tuesday,WI,Wisconsin,Midwest,Dane County,Tornado,Severe Storms and Tornadoes,1984-06-08,1984-06-08,1991-02-11
DR-716,Disaster,1984-07-03,1984.0,7.0,3.0,3.0,Tuesday,NE,Nebraska,Midwest,Burt County,Tornado,Tornadoes and Flooding,1984-06-11,,
EM-3091,Emergency,1984-07-10,1984.0,7.0,3.0,10.0,Tuesday,WI,Wisconsin,Midwest,Menominee County,Flood,Severe Storms and Flooding,1984-07-10,1984-07-10,
DR-722,Disaster,1984-09-06,1984.0,9.0,3.0,6.0,Thursday,NM,New Mexico,West,Eddy County,Flood,Severe Storms and Flooding,1984-08-08,,1988-10-05
DR-723,Disaster,1984-09-06,1984.0,9.0,3.0,6.0,Thursday,NV,Nevada,West,Clark County,Flood,Heavy Rains and Flooding,1984-09-06,1984-09-06,1991-05-01
DR-726,Disaster,1984-10-02,1984.0,10.0,4.0,2.0,Tuesday,TX,Texas,South,Cameron County,Flood,Severe Storms and Flooding,,,1988-10-05
DR-729,Disaster,1984-12-10,1984.0,12.0,4.0,10.0,Monday,VI,Virgin Islands,Territory,St. Croix Island County-equivalent,Hurricane,Tropical Storm Klaus,1984-11-05,1984-11-07,
DR-737,Disaster,1985-06-03,1985.0,6.0,2.0,3.0,Monday,PA,Pennsylvania,Northeast,Beaver County,Tornado,"Severe Storms, High Winds and Tornadoes",,1985-06-01,
DR-738,Disaster,1985-06-03,1985.0,6.0,2.0,3.0,Monday,OH,Ohio,Midwest,Ashtabula County,Tornado,Severe Storms and Tornadoes,,,
DR-740,Disaster,1985-08-07,1985.0,8.0,3.0,7.0,Wednesday,WY,Wyoming,West,Laramie County,Flood,"Severe Storms, Hail and Flooding",1985-08-07,1985-08-07,
DR-741,Disaster,1985-09-04,1985.0,9.0,3.0,4.0,Wednesday,MS,Mississippi,South,Harrison County,Hurricane,Hurricane Elena,,1985-09-04,
DR-742,Disaster,1985-09-07,1985.0,9.0,3.0,7.0,Saturday,AL,Alabama,South,Baldwin County,Hurricane,Hurricane Elena,,1985-09-02,
DR-743,Disaster,1985-09-12,1985.0,9.0,3.0,12.0,Thursday,FL,Florida,South,Dixie County,Hurricane,Hurricane Elena,,1985-09-02,
DR-745,Disaster,1985-10-08,1985.0,10.0,4.0,8.0,Tuesday,PA,Pennsylvania,Northeast,Carbon County,Hurricane,Hurricane Gloria,,,
DR-746,Disaster,1985-10-10,1985.0,10.0,4.0,10.0,Thursday,PR,Puerto Rico,Territory,Adjuntas Municipio,Flood,"Severe Storms, Flooding and Mudslides",1985-10-04,1985-10-07,1997-10-01
DR-747,Disaster,1985-10-11,1985.0,10.0,4.0,11.0,Friday,CT,Connecticut,Northeast,"Fairfield County(in PMSA 1160,1930,5760,8040",Hurricane,Hurricane Gloria,,,1994-02-10
DR-752,Disaster,1985-11-01,1985.0,11.0,4.0,1.0,Friday,LA,Louisiana,South,Ward 9 Police Jury Ward,Hurricane,Hurricane Juan,,1985-11-08,
DR-753,Disaster,1985-11-07,1985.0,11.0,4.0,7.0,Thursday,WV,West Virginia,South,Barbour County,Flood,Severe Storms and Flooding,1985-11-03,1985-11-07,
DR-754,Disaster,1985-11-09,1985.0,11.0,4.0,9.0,Saturday,PA,Pennsylvania,Northeast,Allegheny County,Flood,Severe Storms and Flooding,1985-11-03,1985-11-06,
DR-755,Disaster,1985-11-09,1985.0,11.0,4.0,9.0,Saturday,VA,Virginia,South,Alexandria,Flood,Severe Storms and Flooding,1985-11-09,1985-11-09,
DR-756,Disaster,1985-12-03,1985.0,12.0,4.0,3.0,Tuesday,FL,Florida,South,Calhoun County,Hurricane,Hurricane Kate,,,
DR-764,Disaster,1986-05-03,1986.0,5.0,2.0,3.0,Saturday,SD,South Dakota,Midwest,Aurora County,Flood,Severe Storms and Flooding,,1986-05-10,
DR-765,Disaster,1986-06-03,1986.0,6.0,2.0,3.0,Tuesday,FM,,,Ponape,Typhoon,Typhoon Lola,,,
DR-766,Disaster,1986-06-05,1986.0,6.0,2.0,5.0,Thursday,PA,Pennsylvania,Northeast,Allegheny County,Flood,Severe Storms and Flooding,,,
DR-767,Disaster,1986-06-05,1986.0,6.0,2.0,5.0,Thursday,IN,Indiana,Midwest,Randolph County,Tornado,Tornadoes,1986-03-10,1986-03-10,1991-09-12
DR-768,Disaster,1986-07-10,1986.0,7.0,3.0,10.0,Thursday,PR,Puerto Rico,Territory,Adjuntas Municipio,Flood,"Heavy Rains, Flooding and Mudslides",,,
DR-772,Disaster,1986-09-10,1986.0,9.0,3.0,10.0,Wednesday,TX,Texas,South,Motley County,Tornado,Tornadoes,1986-05-01,1986-05-01,1990-10-12
DR-773,Disaster,1986-09-10,1986.0,9.0,3.0,10.0,Wednesday,MD,Maryland,South,Allegany County,Flood,Severe Storm and Flooding,1985-11-04,1985-11-06,1995-04-11
DR-775,Disaster,1986-10-07,1986.0,10.0,4.0,7.0,Tuesday,WI,Wisconsin,Midwest,Dodge County,Flood,Severe Storms and Flooding,1986-09-10,1986-10-03,
